,Two_yr_Recidivism,Number_of_Priors,score_factor,Female,Misdemeanor,Age,Race
3073,1,3,1,0,0,Age_Below_TwentyFive,African_American
3074,1,1,0,0,0,Age_Below_TwentyFive,African_American
3075,0,0,0,0,0,Age_Above_FourtyFive,African_American
3076,1,3,1,0,0,Age_Below_TwentyFive,
3077,0,1,0,0,1,Age_Below_TwentyFive,African_American
3078,0,0,1,1,1,Age_Below_TwentyFive,
3079,0,1,0,0,1,Age_Above_FourtyFive,Hispanic
3080,0,0,0,0,1,Age_Above_FourtyFive,Other
3081,0,1,0,0,1,Age_Above_FourtyFive,African_American
3082,0,0,0,0,0,Age_Below_TwentyFive,Other
3083,0,1,0,0,1,Age_Below_TwentyFive,
3084,0,0,0,0,1,Age_Below_TwentyFive,African_American
3085,0,1,0,0,0,Age_Above_FourtyFive,
3086,0,1,1,1,1,Age_Below_TwentyFive,Other
3087,0,7,0,0,0,Age_Below_TwentyFive,African_American
3088,1,5,1,0,0,Age_Below_TwentyFive,
3089,0,0,1,1,0,Age_Below_TwentyFive,
3090,1,2,1,0,0,Age_Below_TwentyFive,
3091,1,0,0,1,1,Age_Below_TwentyFive,Hispanic
3092,0,5,0,0,1,Age_Below_TwentyFive,Hispanic
3093,1,1,1,0,0,Age_Below_TwentyFive,
3094,1,2,1,1,1,Age_Below_TwentyFive,African_American
3095,1,6,1,0,0,Age_Below_TwentyFive,African_American
3096,0,0,0,1,1,Age_Below_TwentyFive,African_American
3097,1,3,0,0,1,Age_Above_FourtyFive,
3098,0,2,0,1,0,Age_Below_TwentyFive,African_American
3099,1,4,1,0,0,Age_Below_TwentyFive,
3100,0,0,0,0,1,Age_Above_FourtyFive,
3101,1,14,1,0,0,Age_Below_TwentyFive,African_American
3102,0,11,1,0,0,Age_Below_TwentyFive,African_American
3103,1,22,1,0,0,Age_Above_FourtyFive,African_American
3104,0,0,0,0,0,Age_Below_TwentyFive,
3105,0,5,1,0,1,Age_Below_TwentyFive,African_American
3106,1,19,1,0,0,Age_Above_FourtyFive,African_American
3107,1,0,0,0,1,Age_Above_FourtyFive,African_American
3108,0,1,0,0,1,Age_Below_TwentyFive,
3109,0,1,0,0,0,Age_Above_FourtyFive,Hispanic
3110,0,0,0,0,0,Age_Below_TwentyFive,African_American
3111,1,0,1,0,0,Age_Below_TwentyFive,
3112,1,5,0,0,0,Age_Below_TwentyFive,African_American
3113,0,0,0,1,0,Age_Below_TwentyFive,African_American
3114,0,1,0,0,1,Age_Above_FourtyFive,Other
3115,0,1,1,1,0,Age_Below_TwentyFive,
3116,1,2,1,0,0,Age_Below_TwentyFive,African_American
3117,1,9,1,1,0,Age_Below_TwentyFive,African_American
3118,1,3,1,0,0,Age_Below_TwentyFive,African_American
3119,0,5,1,0,0,Age_Below_TwentyFive,African_American
3120,1,11,1,0,1,Age_Below_TwentyFive,African_American
3121,0,13,1,0,0,Age_Above_FourtyFive,African_American
3122,1,4,1,0,0,Age_Below_TwentyFive,African_American
3123,0,1,0,1,1,Age_Below_TwentyFive,
3124,1,6,1,0,0,Age_Below_TwentyFive,African_American
3125,1,9,1,0,0,Age_Below_TwentyFive,
3126,1,4,0,0,1,Age_Below_TwentyFive,
3127,1,3,1,0,1,Age_Below_TwentyFive,
3128,0,0,1,0,0,Age_Below_TwentyFive,
3129,0,1,1,0,0,Age_Below_TwentyFive,Hispanic
3130,0,0,1,1,1,Age_Below_TwentyFive,
3131,1,0,1,0,1,Age_Below_TwentyFive,African_American
3132,0,1,0,0,0,Age_Above_FourtyFive,
3133,1,1,1,1,1,Age_Below_TwentyFive,
3134,0,8,1,0,0,Age_Below_TwentyFive,African_American
3135,0,0,0,0,0,Age_Below_TwentyFive,African_American
3136,0,2,0,0,0,Age_Below_TwentyFive,
3137,1,22,1,0,0,Age_Above_FourtyFive,African_American
3138,1,4,1,0,1,Age_Below_TwentyFive,Other
3139,1,0,0,0,1,Age_Above_FourtyFive,
3140,1,2,1,0,0,Age_Below_TwentyFive,African_American
3141,0,1,0,0,1,Age_Above_FourtyFive,
3142,0,2,0,0,0,Age_Above_FourtyFive,
3143,1,0,1,0,1,Age_Below_TwentyFive,
3144,1,6,1,0,0,Age_Below_TwentyFive,African_American
3145,0,1,0,0,0,Age_Below_TwentyFive,
3146,0,1,1,0,1,Age_Below_TwentyFive,Hispanic
3147,1,5,0,1,1,Age_Below_TwentyFive,
3148,0,0,0,0,1,Age_Below_TwentyFive,African_American
3149,0,0,0,0,0,Age_Below_TwentyFive,
3150,0,3,0,1,1,Age_Above_FourtyFive,
3151,0,1,0,0,1,Age_Above_FourtyFive,Other
3152,0,2,0,0,1,Age_Below_TwentyFive,Hispanic
3153,1,4,0,0,0,Age_Below_TwentyFive,
3154,1,6,1,0,0,Age_Below_TwentyFive,African_American
3155,1,0,0,1,1,Age_Below_TwentyFive,African_American
3156,0,5,0,0,0,Age_Below_TwentyFive,African_American
3157,0,12,1,0,0,Age_Below_TwentyFive,
3158,1,2,0,1,0,Age_Below_TwentyFive,African_American
3159,0,0,1,0,0,Age_Below_TwentyFive,African_American
3160,0,0,0,1,1,Age_Below_TwentyFive,
3161,1,7,1,0,0,Age_Below_TwentyFive,African_American
3162,1,0,1,0,0,Age_Below_TwentyFive,African_American
3163,0,1,1,1,1,Age_Below_TwentyFive,
3164,0,0,1,0,0,Age_Below_TwentyFive,
3165,0,2,0,1,0,Age_Below_TwentyFive,African_American
3166,0,4,0,1,0,Age_Above_FourtyFive,
3167,0,3,0,0,0,Age_Below_TwentyFive,
3168,1,5,1,0,1,Age_Below_TwentyFive,Hispanic
3169,0,3,1,0,0,Age_Below_TwentyFive,African_American
3170,1,17,1,0,0,Age_Below_TwentyFive,African_American
3171,1,3,1,0,0,Age_Below_TwentyFive,
3172,0,0,0,0,1,Age_Below_TwentyFive,Other
3173,1,10,1,0,0,Age_Below_TwentyFive,African_American
3174,1,5,0,0,1,Age_Above_FourtyFive,
3175,0,0,1,1,1,Age_Below_TwentyFive,
3176,1,10,0,0,0,Age_Above_FourtyFive,
3177,1,16,1,0,0,Age_Below_TwentyFive,African_American
3178,1,6,1,0,1,Age_Below_TwentyFive,African_American
3179,1,4,1,0,0,Age_Below_TwentyFive,African_American
3180,0,0,0,0,0,Age_Below_TwentyFive,African_American
3181,0,1,1,0,1,Age_Below_TwentyFive,Hispanic
3182,0,0,0,1,1,Age_Above_FourtyFive,
3183,1,1,1,0,0,Age_Below_TwentyFive,
3184,0,1,0,0,0,Age_Below_TwentyFive,
3185,1,0,0,0,1,Age_Below_TwentyFive,
3186,1,14,1,0,0,Age_Below_TwentyFive,African_American
3187,0,0,0,1,1,Age_Above_FourtyFive,
3188,0,0,0,1,1,Age_Below_TwentyFive,African_American
3189,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
3190,0,0,0,1,0,Age_Below_TwentyFive,Hispanic
3191,1,4,0,1,0,Age_Below_TwentyFive,
3192,1,0,0,0,1,Age_Below_TwentyFive,Hispanic
3193,0,0,0,0,0,Age_Above_FourtyFive,Hispanic
3194,1,2,1,0,0,Age_Above_FourtyFive,
3195,1,2,0,0,1,Age_Below_TwentyFive,Other
3196,0,5,0,0,0,Age_Below_TwentyFive,African_American
3197,1,1,0,0,1,Age_Below_TwentyFive,African_American
3198,0,1,1,0,0,Age_Below_TwentyFive,African_American
3199,0,9,0,0,0,Age_Above_FourtyFive,African_American
3200,0,1,0,0,1,Age_Above_FourtyFive,
3201,1,2,0,0,0,Age_Below_TwentyFive,African_American
3202,1,1,0,1,1,Age_Above_FourtyFive,
3203,0,21,1,0,0,Age_Below_TwentyFive,African_American
3204,0,1,0,1,0,Age_Below_TwentyFive,African_American
3205,1,4,1,0,1,Age_Below_TwentyFive,
3206,1,22,1,1,0,Age_Below_TwentyFive,African_American
3207,1,0,1,1,1,Age_Below_TwentyFive,
3208,0,0,0,0,0,Age_Below_TwentyFive,African_American
3209,1,0,0,0,0,Age_Below_TwentyFive,African_American
3210,0,0,0,1,1,Age_Above_FourtyFive,
3211,0,3,0,0,0,Age_Above_FourtyFive,African_American
3212,1,9,1,0,1,Age_Below_TwentyFive,African_American
3213,0,0,0,0,1,Age_Below_TwentyFive,
3214,0,1,0,0,0,Age_Below_TwentyFive,African_American
3215,0,0,0,0,1,Age_Above_FourtyFive,
3216,0,2,0,0,0,Age_Below_TwentyFive,African_American
3217,1,2,1,0,0,Age_Below_TwentyFive,African_American
3218,0,6,0,0,1,Age_Below_TwentyFive,Asian
3219,0,0,0,0,1,Age_Below_TwentyFive,
3220,1,13,0,0,0,Age_Below_TwentyFive,African_American
3221,0,4,1,0,0,Age_Below_TwentyFive,African_American
3222,0,1,0,0,1,Age_Below_TwentyFive,African_American
3223,0,1,1,0,0,Age_Below_TwentyFive,African_American
3224,0,0,0,0,1,Age_Below_TwentyFive,
3225,0,0,0,0,0,Age_Below_TwentyFive,
3226,1,0,0,1,1,Age_Below_TwentyFive,
3227,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
3228,0,19,1,0,0,Age_Above_FourtyFive,African_American
3229,0,7,1,0,1,Age_Above_FourtyFive,African_American
3230,0,1,0,1,1,Age_Below_TwentyFive,African_American
3231,1,5,1,0,0,Age_Below_TwentyFive,
3232,0,1,0,0,0,Age_Below_TwentyFive,African_American
3233,0,1,0,0,0,Age_Above_FourtyFive,
3234,0,1,0,0,0,Age_Below_TwentyFive,
3235,1,4,1,1,1,Age_Below_TwentyFive,African_American
3236,1,2,0,1,0,Age_Below_TwentyFive,Hispanic
3237,1,3,1,0,0,Age_Below_TwentyFive,
3238,0,0,0,0,0,Age_Below_TwentyFive,African_American
3239,0,0,0,0,1,Age_Above_FourtyFive,
3240,0,0,0,1,1,Age_Above_FourtyFive,Hispanic
3241,1,1,0,0,1,Age_Below_TwentyFive,
3242,1,1,0,1,0,Age_Below_TwentyFive,African_American
3243,0,0,0,1,1,Age_Below_TwentyFive,
3244,0,10,1,0,0,Age_Above_FourtyFive,Hispanic
3245,1,6,0,0,0,Age_Above_FourtyFive,
3246,1,8,1,0,0,Age_Below_TwentyFive,African_American
3247,1,0,0,0,0,Age_Below_TwentyFive,
3248,1,8,1,0,0,Age_Below_TwentyFive,African_American
3249,0,20,1,0,1,Age_Above_FourtyFive,African_American
3250,1,10,1,0,1,Age_Below_TwentyFive,African_American
3251,1,1,1,0,0,Age_Below_TwentyFive,African_American
3252,0,4,0,0,0,Age_Above_FourtyFive,African_American
3253,1,0,0,0,0,Age_Below_TwentyFive,African_American
3254,1,0,1,0,1,Age_Below_TwentyFive,
3255,1,2,1,0,0,Age_Below_TwentyFive,African_American
3256,1,0,1,0,1,Age_Below_TwentyFive,
3257,0,0,1,0,0,Age_Below_TwentyFive,African_American
3258,1,2,1,0,0,Age_Below_TwentyFive,
3259,0,3,1,0,1,Age_Below_TwentyFive,
3260,0,0,0,1,1,Age_Below_TwentyFive,African_American
3261,1,11,1,0,0,Age_Below_TwentyFive,African_American
3262,0,0,0,0,0,Age_Above_FourtyFive,
3263,1,2,0,0,1,Age_Below_TwentyFive,African_American
3264,1,7,1,0,0,Age_Below_TwentyFive,African_American
3265,0,1,0,0,0,Age_Below_TwentyFive,African_American
3266,0,1,0,0,0,Age_Above_FourtyFive,
3267,0,3,0,0,0,Age_Above_FourtyFive,
3268,1,1,0,0,1,Age_Below_TwentyFive,African_American
3269,0,0,0,1,1,Age_Below_TwentyFive,
3270,1,0,0,0,1,Age_Below_TwentyFive,
3271,1,16,1,0,0,Age_Below_TwentyFive,African_American
3272,0,3,0,0,1,Age_Below_TwentyFive,Hispanic
3273,0,0,1,0,1,Age_Below_TwentyFive,African_American
3274,1,2,0,1,1,Age_Below_TwentyFive,
3275,1,16,1,0,0,Age_Below_TwentyFive,
3276,0,1,0,1,0,Age_Above_FourtyFive,African_American
3277,1,0,0,0,0,Age_Below_TwentyFive,African_American
3278,0,0,0,0,1,Age_Below_TwentyFive,African_American
3279,1,19,1,0,0,Age_Below_TwentyFive,African_American
3280,0,1,1,0,0,Age_Below_TwentyFive,African_American
3281,0,0,0,0,1,Age_Below_TwentyFive,
3282,1,13,0,0,0,Age_Above_FourtyFive,African_American
3283,1,2,1,0,0,Age_Below_TwentyFive,Hispanic
3284,1,4,1,0,0,Age_Below_TwentyFive,African_American
3285,0,0,0,0,1,Age_Below_TwentyFive,Other
3286,0,2,1,0,0,Age_Below_TwentyFive,
3287,0,2,0,0,0,Age_Above_FourtyFive,
3288,1,14,1,0,0,Age_Below_TwentyFive,African_American
3289,1,0,0,0,1,Age_Below_TwentyFive,African_American
3290,0,8,1,0,0,Age_Below_TwentyFive,African_American
3291,1,4,1,1,0,Age_Below_TwentyFive,Other
3292,0,0,0,0,0,Age_Below_TwentyFive,African_American
3293,0,0,1,0,0,Age_Below_TwentyFive,African_American
3294,1,0,0,0,0,Age_Below_TwentyFive,African_American
3295,1,2,1,1,0,Age_Below_TwentyFive,
3296,1,2,0,0,0,Age_Above_FourtyFive,
3297,0,0,0,0,1,Age_Above_FourtyFive,
3298,1,2,1,0,0,Age_Below_TwentyFive,African_American
3299,1,2,0,1,0,Age_Above_FourtyFive,African_American
3300,1,0,0,0,1,Age_Below_TwentyFive,African_American
3301,0,0,0,0,0,Age_Below_TwentyFive,
3302,1,0,1,1,0,Age_Below_TwentyFive,African_American
3303,0,1,0,0,0,Age_Below_TwentyFive,
3304,0,0,0,0,1,Age_Below_TwentyFive,
3305,0,0,0,0,0,Age_Below_TwentyFive,African_American
3306,1,5,1,0,0,Age_Below_TwentyFive,African_American
3307,1,4,1,0,0,Age_Below_TwentyFive,African_American
3308,1,9,0,0,0,Age_Above_FourtyFive,
3309,0,3,1,1,1,Age_Below_TwentyFive,African_American
3310,0,13,1,0,0,Age_Below_TwentyFive,African_American
3311,0,2,0,0,0,Age_Below_TwentyFive,African_American
3312,1,0,1,0,0,Age_Below_TwentyFive,
3313,1,22,1,0,1,Age_Below_TwentyFive,African_American
3314,1,1,0,0,1,Age_Below_TwentyFive,African_American
3315,1,4,0,0,1,Age_Above_FourtyFive,
3316,0,2,0,0,0,Age_Below_TwentyFive,
3317,0,0,0,0,1,Age_Above_FourtyFive,African_American
3318,0,0,0,0,0,Age_Above_FourtyFive,
3319,1,2,0,0,0,Age_Below_TwentyFive,
3320,1,0,1,1,0,Age_Below_TwentyFive,
3321,0,1,1,1,0,Age_Below_TwentyFive,
3322,1,0,0,0,0,Age_Below_TwentyFive,African_American
3323,1,3,0,0,0,Age_Below_TwentyFive,African_American
3324,1,0,0,0,1,Age_Below_TwentyFive,African_American
3325,1,4,0,0,1,Age_Below_TwentyFive,African_American
3326,0,2,0,0,0,Age_Above_FourtyFive,
3327,1,1,1,0,0,Age_Below_TwentyFive,
3328,0,2,0,0,0,Age_Below_TwentyFive,Other
3329,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
3330,0,2,0,0,1,Age_Below_TwentyFive,
3331,0,0,0,1,0,Age_Below_TwentyFive,Hispanic
3332,0,18,0,0,0,Age_Above_FourtyFive,Hispanic
3333,0,0,0,0,1,Age_Above_FourtyFive,Hispanic
3334,1,6,1,0,0,Age_Below_TwentyFive,Other
3335,1,1,1,0,0,Age_Below_TwentyFive,African_American
3336,0,0,0,0,1,Age_Above_FourtyFive,
3337,1,1,0,0,0,Age_Below_TwentyFive,
3338,0,1,0,1,0,Age_Below_TwentyFive,African_American
3339,1,9,0,0,0,Age_Above_FourtyFive,
3340,1,0,0,0,1,Age_Below_TwentyFive,
3341,0,2,0,0,0,Age_Below_TwentyFive,
3342,0,3,0,0,0,Age_Above_FourtyFive,
3343,1,6,0,0,1,Age_Above_FourtyFive,
3344,0,1,1,0,0,Age_Below_TwentyFive,African_American
3345,0,2,0,0,0,Age_Above_FourtyFive,
3346,1,1,0,0,0,Age_Below_TwentyFive,
3347,0,5,1,0,0,Age_Below_TwentyFive,African_American
3348,1,1,0,1,1,Age_Below_TwentyFive,
3349,1,0,0,0,0,Age_Below_TwentyFive,African_American
3350,0,4,0,0,1,Age_Below_TwentyFive,African_American
3351,0,0,0,0,1,Age_Above_FourtyFive,
3352,1,5,1,0,0,Age_Below_TwentyFive,
3353,0,0,0,1,1,Age_Below_TwentyFive,
3354,0,0,0,1,1,Age_Below_TwentyFive,
3355,0,1,0,0,1,Age_Below_TwentyFive,African_American
3356,0,1,0,0,1,Age_Above_FourtyFive,
3357,1,0,1,1,0,Age_Below_TwentyFive,African_American
3358,0,6,1,0,0,Age_Below_TwentyFive,
3359,1,29,1,0,0,Age_Below_TwentyFive,African_American
3360,0,1,1,0,0,Age_Below_TwentyFive,
3361,1,0,1,1,0,Age_Below_TwentyFive,African_American
3362,1,11,1,0,0,Age_Below_TwentyFive,African_American
3363,0,0,0,1,1,Age_Below_TwentyFive,African_American
3364,0,0,0,0,0,Age_Below_TwentyFive,Other
3365,0,4,1,1,0,Age_Below_TwentyFive,African_American
3366,0,0,0,0,1,Age_Above_FourtyFive,
3367,0,1,1,0,0,Age_Below_TwentyFive,
3368,0,2,0,0,0,Age_Below_TwentyFive,
3369,1,6,0,0,0,Age_Below_TwentyFive,
3370,1,3,0,0,1,Age_Below_TwentyFive,
3371,1,5,0,0,0,Age_Above_FourtyFive,
3372,0,0,0,0,0,Age_Above_FourtyFive,Other
3373,1,2,1,0,0,Age_Below_TwentyFive,African_American
3374,0,10,0,0,0,Age_Above_FourtyFive,African_American
3375,0,0,1,0,1,Age_Below_TwentyFive,African_American
3376,1,2,1,0,0,Age_Below_TwentyFive,
3377,0,1,0,0,1,Age_Above_FourtyFive,Asian
3378,0,0,0,0,0,Age_Below_TwentyFive,Other
3379,1,0,1,0,1,Age_Below_TwentyFive,African_American
3380,0,2,0,0,0,Age_Above_FourtyFive,
3381,1,4,0,0,1,Age_Below_TwentyFive,
3382,0,3,0,0,0,Age_Above_FourtyFive,
3383,1,3,1,0,0,Age_Below_TwentyFive,African_American
3384,0,13,0,0,0,Age_Above_FourtyFive,African_American
3385,0,2,1,0,0,Age_Above_FourtyFive,
3386,0,6,1,0,0,Age_Below_TwentyFive,African_American
3387,0,1,1,0,1,Age_Below_TwentyFive,African_American
3388,1,0,0,1,0,Age_Below_TwentyFive,African_American
3389,1,17,1,0,0,Age_Below_TwentyFive,
3390,1,0,0,0,0,Age_Below_TwentyFive,Other
3391,0,6,0,0,0,Age_Above_FourtyFive,
3392,0,0,0,1,1,Age_Below_TwentyFive,
3393,0,19,1,0,0,Age_Above_FourtyFive,African_American
3394,0,12,1,0,1,Age_Above_FourtyFive,
3395,1,6,1,0,1,Age_Below_TwentyFive,African_American
3396,1,0,0,0,1,Age_Below_TwentyFive,African_American
3397,0,11,0,0,0,Age_Above_FourtyFive,African_American
3398,0,0,1,0,0,Age_Below_TwentyFive,
3399,0,7,0,0,0,Age_Above_FourtyFive,Other
3400,1,12,1,0,0,Age_Below_TwentyFive,African_American
3401,0,0,0,1,0,Age_Below_TwentyFive,
3402,1,1,0,0,1,Age_Below_TwentyFive,African_American
3403,0,3,1,1,1,Age_Below_TwentyFive,
3404,0,0,0,0,0,Age_Below_TwentyFive,African_American
3405,0,4,0,0,0,Age_Below_TwentyFive,African_American
3406,1,4,1,0,0,Age_Below_TwentyFive,African_American
3407,1,7,1,0,0,Age_Below_TwentyFive,
3408,1,15,1,0,1,Age_Below_TwentyFive,African_American
3409,1,1,1,0,1,Age_Below_TwentyFive,African_American
3410,1,2,1,0,0,Age_Below_TwentyFive,
3411,1,0,0,0,0,Age_Below_TwentyFive,
3412,0,0,0,0,1,Age_Below_TwentyFive,
3413,0,4,0,0,0,Age_Below_TwentyFive,African_American
3414,0,7,1,0,0,Age_Below_TwentyFive,African_American
3415,0,0,1,1,0,Age_Below_TwentyFive,
3416,1,0,1,0,0,Age_Below_TwentyFive,African_American
3417,0,0,0,0,0,Age_Below_TwentyFive,
3418,0,0,0,1,0,Age_Below_TwentyFive,
3419,0,0,0,1,1,Age_Above_FourtyFive,African_American
3420,1,0,0,0,1,Age_Below_TwentyFive,African_American
3421,1,1,1,0,1,Age_Above_FourtyFive,African_American
3422,0,3,1,1,0,Age_Below_TwentyFive,
3423,1,3,1,0,0,Age_Below_TwentyFive,African_American
3424,1,11,1,0,0,Age_Below_TwentyFive,African_American
3425,0,2,0,1,0,Age_Below_TwentyFive,
3426,0,7,0,0,0,Age_Below_TwentyFive,African_American
3427,0,0,0,0,1,Age_Below_TwentyFive,African_American
3428,0,3,0,0,1,Age_Above_FourtyFive,African_American
3429,0,0,0,0,0,Age_Above_FourtyFive,
3430,1,10,0,0,1,Age_Below_TwentyFive,African_American
3431,0,0,0,0,0,Age_Above_FourtyFive,
3432,0,0,1,0,0,Age_Below_TwentyFive,African_American
3433,1,5,0,0,0,Age_Above_FourtyFive,African_American
3434,0,0,1,0,1,Age_Below_TwentyFive,African_American
3435,1,0,1,0,0,Age_Below_TwentyFive,African_American
3436,0,0,0,1,1,Age_Below_TwentyFive,African_American
3437,1,0,1,0,0,Age_Below_TwentyFive,African_American
3438,0,0,0,0,0,Age_Below_TwentyFive,
3439,0,0,0,0,1,Age_Below_TwentyFive,African_American
3440,0,0,1,0,1,Age_Below_TwentyFive,African_American
3441,0,1,0,0,1,Age_Below_TwentyFive,African_American
3442,0,4,0,0,1,Age_Below_TwentyFive,
3443,0,15,1,0,0,Age_Below_TwentyFive,African_American
3444,1,6,1,0,0,Age_Below_TwentyFive,African_American
3445,0,6,0,0,0,Age_Below_TwentyFive,African_American
3446,0,2,0,1,0,Age_Below_TwentyFive,
3447,0,1,0,1,0,Age_Below_TwentyFive,African_American
3448,1,5,0,0,1,Age_Below_TwentyFive,
3449,1,1,1,0,1,Age_Below_TwentyFive,
3450,1,8,1,0,0,Age_Below_TwentyFive,
3451,1,8,1,0,1,Age_Below_TwentyFive,African_American
3452,0,1,0,1,0,Age_Above_FourtyFive,African_American
3453,1,2,1,0,0,Age_Below_TwentyFive,
3454,0,0,0,0,1,Age_Above_FourtyFive,African_American
3455,0,4,1,0,0,Age_Below_TwentyFive,African_American
3456,0,5,0,0,1,Age_Below_TwentyFive,
3457,1,6,1,0,0,Age_Below_TwentyFive,
3458,0,0,1,0,1,Age_Below_TwentyFive,African_American
3459,0,2,1,1,1,Age_Below_TwentyFive,
3460,1,3,1,0,0,Age_Below_TwentyFive,African_American
3461,0,1,0,1,0,Age_Above_FourtyFive,
3462,0,1,1,1,0,Age_Below_TwentyFive,African_American
3463,0,7,0,0,0,Age_Above_FourtyFive,
3464,0,1,1,0,1,Age_Below_TwentyFive,African_American
3465,1,3,1,1,1,Age_Below_TwentyFive,
3466,1,2,1,0,0,Age_Below_TwentyFive,African_American
3467,0,3,0,0,0,Age_Above_FourtyFive,
3468,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
3469,0,1,0,1,0,Age_Above_FourtyFive,
3470,1,4,0,0,1,Age_Below_TwentyFive,Hispanic
3471,0,1,0,0,1,Age_Below_TwentyFive,African_American
3472,1,15,0,0,0,Age_Above_FourtyFive,African_American
3473,0,1,0,0,0,Age_Above_FourtyFive,Hispanic
3474,1,0,1,0,1,Age_Below_TwentyFive,African_American
3475,0,1,1,0,0,Age_Below_TwentyFive,African_American
3476,1,1,1,0,0,Age_Below_TwentyFive,African_American
3477,0,0,0,0,1,Age_Above_FourtyFive,African_American
3478,0,0,0,1,0,Age_Below_TwentyFive,Other
3479,1,0,0,0,0,Age_Below_TwentyFive,African_American
3480,0,2,0,0,1,Age_Below_TwentyFive,
3481,1,0,0,0,0,Age_Below_TwentyFive,Other
3482,0,2,0,0,1,Age_Above_FourtyFive,Other
3483,0,1,0,0,0,Age_Below_TwentyFive,Hispanic
3484,1,0,0,1,1,Age_Below_TwentyFive,
3485,0,0,0,0,1,Age_Above_FourtyFive,
3486,1,5,1,0,1,Age_Below_TwentyFive,
3487,0,0,0,1,1,Age_Above_FourtyFive,Other
3488,0,1,1,0,0,Age_Above_FourtyFive,African_American
3489,0,0,0,0,1,Age_Below_TwentyFive,Asian
3490,0,2,0,0,0,Age_Below_TwentyFive,Hispanic
3491,0,3,0,0,0,Age_Above_FourtyFive,African_American
3492,0,0,0,0,0,Age_Above_FourtyFive,African_American
3493,0,2,0,0,1,Age_Below_TwentyFive,
3494,0,0,0,1,1,Age_Above_FourtyFive,
3495,1,3,1,0,0,Age_Below_TwentyFive,Hispanic
3496,1,17,1,0,1,Age_Below_TwentyFive,African_American
3497,0,3,0,0,0,Age_Below_TwentyFive,
3498,1,2,0,0,0,Age_Below_TwentyFive,
3499,1,1,1,0,0,Age_Below_TwentyFive,African_American
3500,0,5,0,0,0,Age_Below_TwentyFive,African_American
3501,1,9,1,0,1,Age_Below_TwentyFive,African_American
3502,0,1,0,0,1,Age_Above_FourtyFive,
3503,1,1,1,0,0,Age_Below_TwentyFive,
3504,0,0,1,1,0,Age_Below_TwentyFive,African_American
3505,1,0,0,1,1,Age_Above_FourtyFive,
3506,0,0,0,1,0,Age_Below_TwentyFive,African_American
3507,0,1,0,0,0,Age_Below_TwentyFive,
3508,1,16,1,0,0,Age_Below_TwentyFive,Hispanic
3509,0,0,0,1,0,Age_Below_TwentyFive,African_American
3510,0,0,1,0,1,Age_Below_TwentyFive,African_American
3511,0,5,0,0,0,Age_Below_TwentyFive,
3512,1,1,1,0,0,Age_Below_TwentyFive,Hispanic
3513,0,0,1,0,0,Age_Below_TwentyFive,African_American
3514,1,0,0,1,0,Age_Below_TwentyFive,
3515,1,7,1,0,0,Age_Below_TwentyFive,African_American
3516,0,0,0,0,1,Age_Below_TwentyFive,
3517,1,5,1,1,0,Age_Below_TwentyFive,
3518,0,3,0,0,1,Age_Above_FourtyFive,African_American
3519,0,0,0,1,1,Age_Below_TwentyFive,African_American
3520,1,1,1,0,1,Age_Below_TwentyFive,African_American
3521,0,6,1,1,0,Age_Below_TwentyFive,
3522,0,0,1,1,1,Age_Below_TwentyFive,African_American
3523,0,1,1,0,1,Age_Below_TwentyFive,African_American
3524,1,1,0,0,0,Age_Below_TwentyFive,African_American
3525,0,0,0,0,1,Age_Below_TwentyFive,African_American
3526,0,2,0,1,1,Age_Below_TwentyFive,Hispanic
3527,1,9,1,0,0,Age_Below_TwentyFive,African_American
3528,1,9,1,0,0,Age_Below_TwentyFive,African_American
3529,1,0,1,0,0,Age_Below_TwentyFive,
3530,1,9,0,0,0,Age_Below_TwentyFive,African_American
3531,1,9,1,0,0,Age_Below_TwentyFive,
3532,1,2,1,0,1,Age_Below_TwentyFive,African_American
3533,1,21,1,0,0,Age_Below_TwentyFive,African_American
3534,1,3,1,0,0,Age_Below_TwentyFive,
3535,1,2,0,0,1,Age_Above_FourtyFive,
3536,0,2,1,0,0,Age_Below_TwentyFive,Hispanic
3537,1,3,1,0,1,Age_Below_TwentyFive,
3538,0,5,0,1,0,Age_Above_FourtyFive,African_American
3539,0,2,1,1,1,Age_Below_TwentyFive,
3540,1,0,0,0,0,Age_Above_FourtyFive,African_American
3541,0,0,0,0,1,Age_Below_TwentyFive,African_American
3542,1,5,1,0,0,Age_Below_TwentyFive,African_American
3543,0,14,1,0,0,Age_Above_FourtyFive,African_American
3544,1,2,1,0,1,Age_Below_TwentyFive,African_American
3545,1,11,1,0,1,Age_Above_FourtyFive,African_American
3546,0,0,0,0,1,Age_Below_TwentyFive,Other
3547,0,0,0,0,0,Age_Below_TwentyFive,African_American
3548,1,2,1,0,0,Age_Below_TwentyFive,African_American
3549,0,0,0,1,0,Age_Below_TwentyFive,African_American
3550,0,0,0,0,1,Age_Above_FourtyFive,African_American
3551,1,8,0,1,0,Age_Above_FourtyFive,
3552,1,3,0,0,0,Age_Below_TwentyFive,Hispanic
3553,1,3,1,0,0,Age_Above_FourtyFive,African_American
3554,0,0,0,0,0,Age_Below_TwentyFive,
